scene,track_id,annotation_points,start_s,end_s,duration_s,components,rendered_edges,linked_path_length_m
seq_hotel,49,11,48.400000,52.400000,4.000000,1,10,5.532316
seq_hotel,51,15,49.600000,55.200000,5.600000,1,14,8.919148
seq_hotel,52,8,59.200000,62.000000,2.800000,1,7,4.951263
seq_hotel,53,8,59.200000,62.000000,2.800000,1,7,4.881730
seq_hotel,54,8,59.200000,62.000000,2.800000,1,7,4.885642
seq_hotel,55,14,59.600000,64.800000,5.200000,1,13,2.676872
seq_hotel,56,9,66.800000,70.000000,3.200000,1,8,2.700742
seq_hotel,57,9,66.800000,70.000000,3.200000,1,8,4.615613
seq_hotel,58,9,71.600000,74.800000,3.200000,1,8,7.119465
seq_hotel,59,16,73.600000,79.600000,6.000000,1,15,5.192102
seq_hotel,60,16,73.600000,79.600000,6.000000,1,15,4.879866
seq_hotel,61,13,74.000000,78.800000,4.800000,1,12,7.979238
seq_hotel,62,13,74.000000,78.800000,4.800000,1,12,6.634398
seq_hotel,63,10,76.000000,79.600000,3.600000,1,9,5.436455
seq_hotel,64,7,80.000000,82.400000,2.400000,1,6,1.495585
seq_hotel,65,7,80.000000,82.400000,2.400000,1,6,0.791556
seq_hotel,66,7,80.000000,82.400000,2.400000,1,6,4.271624
seq_hotel,67,13,84.000000,88.800000,4.800000,1,12,9.328073
seq_hotel,68,11,85.200000,89.200000,4.000000,1,10,7.303638
seq_hotel,69,12,85.200000,89.600000,4.400000,1,11,8.916654
seq_hotel,70,6,92.000000,94.000000,2.000000,1,5,2.805990
seq_hotel,71,22,110.800000,119.200000,8.400000,1,21,13.093431
seq_hotel,72,22,110.800000,119.200000,8.400000,1,21,13.494727
seq_hotel,73,4,110.800000,112.000000,1.200000,1,3,1.761094
seq_hotel,75,9,113.600000,116.800000,3.200000,1,8,3.688093
seq_hotel,76,9,113.600000,116.800000,3.200000,1,8,3.793451
seq_hotel,77,2,113.600000,114.000000,0.400000,1,1,0.414751
seq_hotel,78,9,113.600000,116.800000,3.200000,1,8,4.000209
seq_hotel,79,15,113.600000,119.200000,5.600000,1,14,0.046111
seq_hotel,80,15,113.600000,119.200000,5.600000,1,14,0.018627
seq_hotel,81,6,114.800000,116.800000,2.000000,1,5,2.362485
seq_hotel,82,6,116.000000,118.000000,2.000000,1,5,2.940268
seq_hotel,83,21,124.000000,132.000000,8.000000,1,20,12.046660
seq_hotel,84,4,124.400000,125.600000,1.200000,1,3,1.704731
seq_hotel,85,14,126.800000,132.000000,5.200000,1,13,0.000000
seq_hotel,86,14,126.800000,132.000000,5.200000,1,13,0.020130
seq_hotel,87,5,128.000000,129.600000,1.600000,1,4,2.898361
seq_hotel,89,18,136.400000,143.200000,6.800000,1,17,8.983901
seq_hotel,90,18,136.400000,143.200000,6.800000,1,17,9.148523
seq_hotel,91,13,136.400000,141.200000,4.800000,1,12,6.186858
seq_hotel,92,18,136.400000,143.200000,6.800000,1,17,0.129239
seq_hotel,93,18,136.400000,143.200000,6.800000,1,17,0.175446
seq_hotel,94,6,139.200000,141.200000,2.000000,1,5,1.693449
seq_hotel,95,6,139.600000,141.600000,2.000000,1,5,3.111494
seq_hotel,96,27,160.000000,170.400000,10.400000,1,26,11.543376
seq_hotel,97,27,160.000000,170.400000,10.400000,1,26,11.767876
seq_hotel,98,14,160.000000,165.200000,5.200000,1,13,1.779014
seq_hotel,99,14,160.000000,165.200000,5.200000,1,13,6.826520
seq_hotel,100,18,160.000000,166.800000,6.800000,1,17,10.690626
seq_hotel,101,27,160.000000,170.400000,10.400000,1,26,0.274768
seq_hotel,102,27,160.000000,170.400000,10.400000,1,26,0.057384
seq_hotel,103,3,169.600000,170.400000,0.800000,1,2,1.364303
seq_hotel,104,59,177.200000,200.400000,23.200000,1,58,1.990596
seq_hotel,105,59,177.200000,200.400000,23.200000,1,58,0.890906
seq_hotel,106,59,177.200000,200.400000,23.200000,1,58,13.027744
seq_hotel,107,59,177.200000,200.400000,23.200000,1,58,12.793447
seq_hotel,108,6,179.600000,181.600000,2.000000,1,5,3.553820
seq_hotel,109,7,180.400000,182.800000,2.400000,1,6,2.628050
seq_hotel,110,20,182.800000,190.400000,7.600000,1,19,12.514689
seq_hotel,112,22,187.600000,196.000000,8.400000,1,21,12.152229
seq_hotel,113,14,209.600000,214.800000,5.200000,1,13,5.162380
seq_hotel,114,14,209.600000,214.800000,5.200000,1,13,4.900927
seq_hotel,115,14,209.600000,214.800000,5.200000,1,13,7.545875
seq_hotel,116,14,209.600000,214.800000,5.200000,1,13,0.020010
seq_hotel,117,14,209.600000,214.800000,5.200000,1,13,0.856088
seq_hotel,118,6,227.200000,229.200000,2.000000,1,5,3.071996
seq_hotel,119,23,227.200000,236.000000,8.800000,1,22,13.197747
seq_hotel,120,23,227.200000,236.000000,8.800000,1,22,12.787989
seq_hotel,122,14,227.200000,232.400000,5.200000,1,13,10.303577
seq_hotel,123,9,232.800000,236.000000,3.200000,1,8,0.244625
seq_hotel,124,9,232.800000,236.000000,3.200000,1,8,0.000000
seq_hotel,125,8,252.800000,255.600000,2.800000,1,7,3.485045
seq_hotel,126,6,252.800000,254.800000,2.000000,1,5,3.547719
seq_hotel,127,13,252.800000,257.600000,4.800000,1,12,2.529722
seq_hotel,128,8,267.200000,270.000000,2.800000,1,7,5.163779
seq_hotel,129,8,268.400000,271.200000,2.800000,1,7,1.559338
seq_hotel,130,11,268.400000,272.400000,4.000000,1,10,7.010497
seq_hotel,131,17,268.400000,274.800000,6.400000,1,16,5.498678
seq_hotel,132,18,270.400000,277.200000,6.800000,1,17,11.919927
seq_hotel,133,9,271.200000,274.400000,3.200000,1,8,1.434019
seq_hotel,134,5,271.200000,272.800000,1.600000,1,4,1.761814
seq_hotel,136,24,271.600000,280.800000,9.200000,1,23,0.625644
seq_hotel,137,14,272.000000,277.200000,5.200000,1,13,6.139572
seq_hotel,138,54,273.600000,294.800000,21.200000,1,53,1.969994
seq_hotel,139,54,273.600000,294.800000,21.200000,1,53,0.367305
seq_hotel,140,18,274.800000,281.600000,6.800000,1,17,11.795086
seq_hotel,141,19,274.800000,282.000000,7.200000,1,18,11.704592
seq_hotel,142,26,275.600000,285.600000,10.000000,1,25,13.146364
seq_hotel,143,26,275.600000,285.600000,10.000000,1,25,12.635143
seq_hotel,144,38,275.600000,290.400000,14.800000,1,37,1.129383
seq_hotel,145,23,278.800000,287.600000,8.800000,1,22,12.661130
seq_hotel,146,19,278.800000,286.000000,7.200000,1,18,11.172708
seq_hotel,147,4,279.200000,280.400000,1.200000,1,3,0.619627
seq_hotel,148,14,280.800000,286.000000,5.200000,1,13,9.498021
seq_hotel,149,12,280.800000,285.200000,4.400000,1,11,6.077309
seq_hotel,150,28,281.200000,292.000000,10.800000,1,27,6.071584
seq_hotel,152,13,287.200000,292.000000,4.800000,1,12,0.000000
seq_hotel,153,8,287.200000,290.000000,2.800000,1,7,1.010982
seq_hotel,154,5,290.400000,292.000000,1.600000,1,4,0.098131
seq_hotel,155,4,290.800000,292.000000,1.200000,1,3,0.236900
seq_hotel,156,20,299.200000,306.800000,7.600000,1,19,12.645793
seq_hotel,157,20,299.200000,306.800000,7.600000,1,19,12.641867
seq_hotel,158,19,299.200000,306.400000,7.200000,1,18,12.364919
seq_hotel,159,14,299.200000,304.400000,5.200000,1,13,7.701572
seq_hotel,160,16,300.800000,306.800000,6.000000,1,15,10.393593
seq_hotel,161,11,302.800000,306.800000,4.000000,1,10,0.103517
seq_hotel,162,8,302.800000,305.600000,2.800000,1,7,3.417838
seq_hotel,163,8,302.800000,305.600000,2.800000,1,7,3.369830
seq_hotel,164,11,322.000000,326.000000,4.000000,1,10,6.128311
seq_hotel,165,11,322.000000,326.000000,4.000000,1,10,6.263434
seq_hotel,166,11,322.000000,326.000000,4.000000,1,10,6.077820
seq_hotel,167,10,322.000000,325.600000,3.600000,1,9,6.254299
seq_hotel,168,6,323.600000,325.600000,2.000000,1,5,2.065726
seq_hotel,169,7,323.600000,326.000000,2.400000,1,6,0.000000
seq_hotel,170,7,323.600000,326.000000,2.400000,1,6,0.084694
seq_hotel,174,21,370.400000,378.400000,8.000000,1,20,10.377241
seq_hotel,175,21,370.400000,378.400000,8.000000,1,20,10.160478
seq_hotel,176,4,371.200000,372.400000,1.200000,1,3,1.055883
seq_hotel,177,6,371.200000,373.200000,2.000000,1,5,0.109615
seq_hotel,178,2,372.800000,373.200000,0.400000,1,1,0.195026
seq_hotel,179,9,374.800000,378.000000,3.200000,1,8,1.520239
seq_hotel,180,63,374.800000,399.600000,24.800000,1,62,0.196983
seq_hotel,181,22,376.000000,384.400000,8.400000,1,21,13.071181
seq_hotel,182,22,376.000000,384.400000,8.400000,1,21,12.967135
seq_hotel,183,10,376.400000,380.000000,3.600000,1,9,5.155125
seq_hotel,184,10,376.400000,380.000000,3.600000,1,9,0.137645
seq_hotel,185,59,376.400000,399.600000,23.200000,1,58,1.903335
seq_hotel,186,10,376.400000,380.000000,3.600000,1,9,5.281231
seq_hotel,187,20,376.800000,384.400000,7.600000,1,19,12.431494
seq_hotel,188,4,376.800000,378.000000,1.200000,1,3,0.916173
seq_hotel,189,13,378.400000,383.200000,4.800000,1,12,0.753080
seq_hotel,190,19,378.400000,385.600000,7.200000,1,18,10.063096
seq_hotel,192,20,378.400000,386.000000,7.600000,1,19,12.510193
seq_hotel,193,18,379.200000,386.000000,6.800000,1,17,13.134516
seq_hotel,194,22,380.000000,388.400000,8.400000,1,21,11.964787
seq_hotel,195,22,380.000000,388.400000,8.400000,1,21,11.976014
seq_hotel,196,20,380.000000,387.600000,7.600000,1,19,11.950763
seq_hotel,197,5,380.400000,382.000000,1.600000,1,4,2.618298
seq_hotel,198,4,380.400000,381.600000,1.200000,1,3,0.608768
seq_hotel,199,26,380.400000,390.400000,10.000000,1,25,3.267538
seq_hotel,200,24,382.000000,391.200000,9.200000,1,23,12.853820
seq_hotel,201,24,382.000000,391.200000,9.200000,1,23,12.929763
seq_hotel,202,2,383.600000,384.000000,0.400000,1,1,0.000000
seq_hotel,203,26,383.600000,393.600000,10.000000,1,25,14.046054
seq_hotel,204,31,384.400000,396.400000,12.000000,1,30,1.525010
seq_hotel,205,10,385.200000,388.800000,3.600000,1,9,4.231898
seq_hotel,206,20,386.400000,394.000000,7.600000,1,19,11.890563
seq_hotel,207,3,386.800000,387.600000,0.800000,1,2,0.745600
seq_hotel,208,3,386.800000,387.600000,0.800000,1,2,0.748239
seq_hotel,211,17,389.200000,395.600000,6.400000,1,16,2.708810
seq_hotel,212,3,389.200000,390.000000,0.800000,1,2,0.715970
seq_hotel,213,14,390.800000,396.000000,5.200000,1,13,4.435136
seq_hotel,214,11,391.600000,395.600000,4.000000,1,10,5.726060
seq_hotel,215,18,392.800000,399.600000,6.800000,1,17,6.601722
seq_hotel,216,10,396.000000,399.600000,3.600000,1,9,2.633854
seq_hotel,217,8,396.800000,399.600000,2.800000,1,7,0.000000
seq_hotel,218,2,399.200000,399.600000,0.400000,1,1,0.651515
seq_hotel,219,19,400.000000,407.200000,7.200000,1,18,6.742180
seq_hotel,220,18,400.800000,407.600000,6.800000,1,17,10.321324
seq_hotel,221,17,401.600000,408.000000,6.400000,1,16,8.619892
seq_hotel,222,22,402.000000,410.400000,8.400000,1,21,1.265453
seq_hotel,223,29,402.400000,413.600000,11.200000,1,28,13.402007
seq_hotel,224,28,402.800000,413.600000,10.800000,1,27,13.020623
seq_hotel,225,17,403.200000,409.600000,6.400000,1,16,9.904750
seq_hotel,226,25,403.200000,412.800000,9.600000,1,24,11.892220
seq_hotel,227,27,404.400000,414.800000,10.400000,1,26,12.630638
seq_hotel,230,25,410.400000,420.000000,9.600000,1,24,13.717575
seq_hotel,231,34,410.400000,423.600000,13.200000,1,33,12.784187
seq_hotel,232,34,410.400000,423.600000,13.200000,1,33,13.397989
seq_hotel,233,27,410.400000,420.800000,10.400000,1,26,0.190859
seq_hotel,234,13,414.800000,419.600000,4.800000,1,12,10.578751
seq_hotel,235,37,414.800000,429.200000,14.400000,1,36,13.159144
seq_hotel,236,37,414.800000,429.200000,14.400000,1,36,13.403344
seq_hotel,237,18,416.800000,423.600000,6.800000,1,17,13.324767
seq_hotel,238,12,417.600000,422.000000,4.400000,1,11,0.203100
seq_hotel,239,12,417.600000,422.000000,4.400000,1,11,0.415433
seq_hotel,240,24,420.800000,430.000000,9.200000,1,23,12.341839
seq_hotel,241,2,422.800000,423.200000,0.400000,1,1,0.118261
seq_hotel,243,19,422.800000,430.000000,7.200000,1,18,11.826133
seq_hotel,247,12,424.000000,428.400000,4.400000,1,11,1.912832
seq_hotel,251,2,424.400000,424.800000,0.400000,1,1,0.000000
seq_hotel,252,15,424.800000,430.400000,5.600000,1,14,6.502153
seq_hotel,253,15,424.800000,430.400000,5.600000,1,14,6.414211
seq_hotel,254,22,428.400000,436.800000,8.400000,1,21,13.336643
seq_hotel,255,19,428.800000,436.000000,7.200000,1,18,13.200939
seq_hotel,256,3,429.200000,430.000000,0.800000,1,2,0.341595
seq_hotel,257,8,431.200000,434.000000,2.800000,1,7,4.381749
seq_hotel,258,7,431.600000,434.000000,2.400000,1,6,3.612631
seq_hotel,259,22,434.000000,442.400000,8.400000,1,21,12.909225
seq_hotel,260,5,434.400000,436.000000,1.600000,1,4,2.237853
seq_hotel,261,20,436.000000,443.600000,7.600000,1,19,12.372050
seq_hotel,262,22,440.000000,448.400000,8.400000,1,21,12.675771
seq_hotel,263,21,440.400000,448.400000,8.000000,1,20,12.896604
seq_hotel,264,20,446.000000,453.600000,7.600000,1,19,12.143154
seq_hotel,265,20,454.000000,461.600000,7.600000,1,19,10.878287
seq_hotel,266,20,454.000000,461.600000,7.600000,1,19,0.000000
seq_hotel,267,19,454.400000,461.600000,7.200000,1,18,12.215109
seq_hotel,268,19,454.400000,461.600000,7.200000,1,18,12.430581
seq_hotel,269,19,454.400000,461.600000,7.200000,1,18,12.331446
seq_hotel,270,12,454.800000,459.200000,4.400000,1,11,7.031929
seq_hotel,271,12,454.800000,459.200000,4.400000,1,11,7.375759
seq_hotel,272,13,464.400000,469.200000,4.800000,1,12,6.247833
seq_hotel,273,13,464.400000,469.200000,4.800000,1,12,7.961107
seq_hotel,274,14,464.400000,469.600000,5.200000,1,13,8.888033
seq_hotel,275,3,470.800000,471.600000,0.800000,1,2,1.229475
seq_hotel,276,6,470.800000,472.800000,2.000000,1,5,3.018787
seq_hotel,277,20,470.800000,478.400000,7.600000,1,19,11.074731
seq_hotel,278,20,470.800000,478.400000,7.600000,1,19,12.931915
seq_hotel,279,8,470.800000,473.600000,2.800000,1,7,3.755220
seq_hotel,280,14,470.800000,476.000000,5.200000,1,13,7.683386
seq_hotel,281,15,470.800000,476.400000,5.600000,1,14,8.483319
seq_hotel,282,21,471.600000,479.600000,8.000000,1,20,12.059229
seq_hotel,283,8,476.800000,479.600000,2.800000,1,7,4.337931
seq_hotel,284,17,497.600000,504.000000,6.400000,1,16,11.823290
seq_hotel,285,16,497.600000,503.600000,6.000000,1,15,11.112655
seq_hotel,286,15,498.000000,503.600000,5.600000,1,14,7.524124
seq_hotel,287,17,498.000000,504.400000,6.400000,1,16,8.858580
seq_hotel,288,31,498.000000,510.000000,12.000000,1,30,11.557215
seq_hotel,289,20,499.200000,506.800000,7.600000,1,19,11.306441
seq_hotel,290,8,500.000000,502.800000,2.800000,1,7,4.553282
seq_hotel,291,17,500.400000,506.800000,6.400000,1,16,11.062070
seq_hotel,292,24,500.800000,510.000000,9.200000,1,23,0.000000
seq_hotel,293,24,500.800000,510.000000,9.200000,1,23,0.000000
seq_hotel,294,24,500.800000,510.000000,9.200000,1,23,1.473761
seq_hotel,295,9,503.600000,506.800000,3.200000,1,8,5.452359
seq_hotel,296,20,508.000000,515.600000,7.600000,1,19,13.072112
seq_hotel,297,20,508.000000,515.600000,7.600000,1,19,13.158022
seq_hotel,298,10,509.600000,513.200000,3.600000,1,9,5.343578
seq_hotel,299,18,511.600000,518.400000,6.800000,1,17,12.402162
seq_hotel,300,16,511.600000,517.600000,6.000000,1,15,11.130109
seq_hotel,301,16,511.600000,517.600000,6.000000,1,15,11.269947
seq_hotel,302,19,514.800000,522.000000,7.200000,1,18,12.128231
seq_hotel,303,51,516.000000,536.000000,20.000000,1,50,1.708880
seq_hotel,304,23,519.200000,528.000000,8.800000,1,22,13.926069
seq_hotel,305,4,520.400000,521.600000,1.200000,1,3,2.132798
seq_hotel,306,23,520.400000,529.200000,8.800000,1,22,13.277894
seq_hotel,307,31,522.400000,534.400000,12.000000,1,30,8.209228
seq_hotel,308,10,524.000000,527.600000,3.600000,1,9,7.446954
seq_hotel,309,28,525.200000,536.000000,10.800000,1,27,0.231349
seq_hotel,310,28,525.200000,536.000000,10.800000,1,27,0.927397
seq_hotel,311,28,525.200000,536.000000,10.800000,1,27,0.204752
seq_hotel,312,3,525.200000,526.000000,0.800000,1,2,0.259803
seq_hotel,313,28,525.200000,536.000000,10.800000,1,27,0.219878
seq_hotel,314,1,526.400000,526.400000,0.000000,1,0,0.000000
seq_hotel,315,21,526.800000,534.800000,8.000000,1,20,7.397099
seq_hotel,316,20,526.800000,534.400000,7.600000,1,19,13.317619
seq_hotel,317,20,527.200000,534.800000,7.600000,1,19,6.413907
seq_hotel,318,4,528.400000,529.600000,1.200000,1,3,2.244205
seq_hotel,319,17,529.200000,535.600000,6.400000,1,16,13.540570
seq_hotel,320,19,532.800000,540.000000,7.200000,1,18,12.512419
seq_hotel,321,2,535.200000,535.600000,0.400000,1,1,0.209469
seq_hotel,322,3,535.200000,536.000000,0.800000,1,2,0.000000
seq_hotel,323,3,535.200000,536.000000,0.800000,1,2,0.209569
seq_hotel,324,11,539.600000,543.600000,4.000000,1,10,6.984881
seq_hotel,325,14,549.200000,554.400000,5.200000,1,13,5.155340
seq_hotel,326,10,549.600000,553.200000,3.600000,1,9,7.860563
seq_hotel,327,4,550.000000,551.200000,1.200000,1,3,2.320171
seq_hotel,328,14,550.000000,555.200000,5.200000,1,13,10.643263
seq_hotel,329,14,566.400000,571.600000,5.200000,1,13,10.175800
seq_hotel,330,14,566.400000,571.600000,5.200000,1,13,8.136628
seq_hotel,331,13,566.400000,571.200000,4.800000,1,12,10.541889
seq_hotel,332,10,567.200000,570.800000,3.600000,1,9,0.619873
seq_hotel,333,20,573.600000,581.200000,7.600000,1,19,3.405464
seq_hotel,334,20,573.600000,581.200000,7.600000,1,19,10.868250
seq_hotel,335,17,575.600000,582.000000,6.400000,1,16,11.520830
seq_hotel,336,15,576.000000,581.600000,5.600000,1,14,8.850061
seq_hotel,337,16,578.000000,584.000000,6.000000,1,15,9.836855
seq_hotel,338,8,578.800000,581.600000,2.800000,1,7,0.040037
seq_hotel,340,19,592.000000,599.200000,7.200000,1,18,12.031269
seq_hotel,341,19,592.000000,599.200000,7.200000,1,18,12.218483
seq_hotel,342,3,592.800000,593.600000,0.800000,1,2,1.373630
seq_hotel,343,16,595.200000,601.200000,6.000000,1,15,10.036949
seq_hotel,344,25,598.000000,607.600000,9.600000,1,24,10.804522
seq_hotel,345,20,598.400000,606.000000,7.600000,1,19,12.750653
seq_hotel,346,19,600.400000,607.600000,7.200000,1,18,10.190300
seq_hotel,347,16,604.000000,610.000000,6.000000,1,15,7.979221
seq_hotel,348,16,604.000000,610.000000,6.000000,1,15,9.787259
seq_hotel,349,16,604.000000,610.000000,6.000000,1,15,9.240287
seq_hotel,350,10,604.000000,607.600000,3.600000,1,9,2.888304
seq_hotel,351,8,605.600000,608.400000,2.800000,1,7,5.313478
seq_hotel,354,19,632.400000,639.600000,7.200000,1,18,7.876079
seq_hotel,355,19,632.800000,640.000000,7.200000,1,18,12.665585
seq_hotel,356,77,632.800000,663.200000,30.400000,1,76,4.136660
seq_hotel,357,16,634.400000,640.400000,6.000000,1,15,10.423698
seq_hotel,358,21,636.000000,644.000000,8.000000,1,20,11.104971
seq_hotel,359,20,636.400000,644.000000,7.600000,1,19,10.422151
seq_hotel,360,13,636.800000,641.600000,4.800000,1,12,5.282920
seq_hotel,361,87,638.000000,672.400000,34.400000,1,86,3.032324
seq_hotel,362,22,640.400000,648.800000,8.400000,1,21,12.462488
seq_hotel,363,22,640.400000,648.800000,8.400000,1,21,12.422280
seq_hotel,364,19,640.800000,648.000000,7.200000,1,18,13.411625
seq_hotel,365,23,641.600000,650.400000,8.800000,1,22,13.647271
seq_hotel,366,23,641.600000,650.400000,8.800000,1,22,13.802206
seq_hotel,367,19,644.400000,651.600000,7.200000,1,18,10.184691
seq_hotel,368,19,644.400000,651.600000,7.200000,1,18,10.322916
seq_hotel,369,67,644.800000,671.200000,26.400000,1,66,3.216334
seq_hotel,371,67,644.800000,671.200000,26.400000,1,66,1.332348
seq_hotel,372,18,645.600000,652.400000,6.800000,1,17,11.372941
seq_hotel,373,18,645.600000,652.400000,6.800000,1,17,11.908823
seq_hotel,374,14,646.000000,651.200000,5.200000,1,13,10.779058
seq_hotel,375,23,646.400000,655.200000,8.800000,1,22,11.837655
seq_hotel,376,23,646.400000,655.200000,8.800000,1,22,11.795358
seq_hotel,377,22,646.400000,654.800000,8.400000,1,21,11.604852
seq_hotel,378,24,646.800000,656.000000,9.200000,1,23,4.181543
seq_hotel,379,10,648.400000,652.000000,3.600000,1,9,6.749787
seq_hotel,380,24,650.000000,659.200000,9.200000,1,23,13.472075
seq_hotel,381,16,650.000000,656.000000,6.000000,1,15,0.226357
seq_hotel,382,30,651.600000,663.200000,11.600000,1,29,13.216579
seq_hotel,383,30,651.600000,663.200000,11.600000,1,29,13.682983
seq_hotel,384,18,653.600000,660.400000,6.800000,1,17,13.442364
seq_hotel,385,21,655.200000,663.200000,8.000000,1,20,13.540234
seq_hotel,386,30,656.400000,668.000000,11.600000,1,29,2.313691
seq_hotel,387,19,657.600000,664.800000,7.200000,1,18,13.381516
seq_hotel,388,21,659.200000,667.200000,8.000000,1,20,11.812081
seq_hotel,389,21,659.200000,667.200000,8.000000,1,20,12.108468
seq_hotel,390,15,661.600000,667.200000,5.600000,1,14,5.765020
seq_hotel,391,23,662.800000,671.600000,8.800000,1,22,7.859269
seq_hotel,392,20,663.600000,671.200000,7.600000,1,19,5.464307
seq_hotel,393,19,664.000000,671.200000,7.200000,1,18,13.076623
seq_hotel,394,19,664.000000,671.200000,7.200000,1,18,13.196229
seq_hotel,395,18,664.400000,671.200000,6.800000,1,17,12.677350
seq_hotel,396,14,666.800000,672.000000,5.200000,1,13,8.516320
seq_hotel,398,17,668.800000,675.200000,6.400000,1,16,11.276565
seq_hotel,399,17,668.800000,675.200000,6.400000,1,16,11.399957
seq_hotel,400,7,668.800000,671.200000,2.400000,1,6,0.448275
seq_hotel,401,3,672.000000,672.800000,0.800000,1,2,1.050354
seq_hotel,402,7,690.400000,692.800000,2.400000,1,6,3.167524
seq_hotel,403,7,690.400000,692.800000,2.400000,1,6,2.943566
seq_hotel,404,7,690.400000,692.800000,2.400000,1,6,3.329340
seq_hotel,405,7,690.400000,692.800000,2.400000,1,6,3.359842
seq_hotel,408,11,702.000000,706.000000,4.000000,1,10,6.135753
seq_hotel,409,17,702.000000,708.400000,6.400000,1,16,12.001369
seq_hotel,410,11,703.600000,707.600000,4.000000,1,10,4.086733
seq_hotel,411,11,703.600000,707.600000,4.000000,1,10,4.836264
seq_hotel,412,22,704.800000,713.200000,8.400000,1,21,12.834005
seq_hotel,413,21,710.000000,718.000000,8.000000,1,20,12.549353
seq_hotel,414,21,710.800000,718.800000,8.000000,1,20,12.206143
seq_hotel,415,18,712.000000,718.800000,6.800000,1,17,10.133497
seq_hotel,416,19,715.200000,722.400000,7.200000,1,18,9.820255
seq_hotel,417,15,716.800000,722.400000,5.600000,1,14,7.518460
seq_hotel,418,7,717.200000,719.600000,2.400000,1,6,3.020094
seq_hotel,419,13,717.600000,722.400000,4.800000,1,12,8.227023
seq_hotel,420,6,720.400000,722.400000,2.000000,1,5,3.100998
zara01,1,9,0.000000,10.600000,10.600000,1,8,16.419601
zara01,2,10,0.000000,10.600000,10.600000,1,9,16.359916
zara01,3,9,0.000000,12.200000,12.200000,1,8,14.701645
zara01,4,9,0.000000,12.880000,12.880000,1,8,14.476659
zara01,5,6,0.000000,9.520000,9.520000,1,5,10.739824
zara01,6,10,0.000000,10.520000,10.520000,1,9,12.097835
zara01,7,7,0.000000,6.680000,6.680000,1,6,10.744434
zara01,8,38,0.000000,78.560000,78.560000,3,35,21.668623
zara01,9,14,0.920000,25.360000,24.440000,2,12,18.002343
zara01,10,10,4.760000,17.480000,12.720000,1,9,18.311731
zara01,11,9,7.800000,16.600000,8.800000,1,8,18.600651
zara01,12,11,13.160000,25.920000,12.760000,1,10,18.713312
zara01,13,10,13.240000,24.960000,11.720000,1,9,18.289467
zara01,14,10,18.240000,29.320000,11.080000,1,9,18.473148
zara01,15,16,18.400000,30.840000,12.440000,1,15,18.895734
zara01,16,16,19.560000,41.760000,22.200000,1,15,18.550852
zara01,17,16,20.760000,42.240000,21.480000,1,15,18.624013
zara01,18,14,23.240000,37.200000,13.960000,1,13,10.376604
zara01,19,16,24.200000,43.080000,18.880000,1,15,19.138041
zara01,20,8,25.360000,33.200000,7.840000,1,7,5.342241
zara01,21,12,34.240000,47.360000,13.120000,1,11,19.800466
zara01,22,12,33.920000,48.280000,14.360000,1,11,18.767346
zara01,23,11,43.040000,55.640000,12.600000,1,10,18.713583
zara01,24,8,43.760000,55.320000,11.560000,1,7,18.400722
zara01,25,8,44.000000,55.600000,11.600000,1,7,18.317153
zara01,26,11,46.280000,56.680000,10.400000,1,10,18.558479
zara01,27,12,52.160000,63.400000,11.240000,1,11,19.152242
zara01,28,10,62.040000,73.280000,11.240000,1,9,18.285206
zara01,29,8,62.040000,73.200000,11.160000,1,7,18.266146
zara01,30,11,62.440000,72.560000,10.120000,1,10,18.330456
zara01,31,10,62.640000,72.360000,9.720000,1,9,18.052511
zara01,32,15,66.520000,86.920000,20.400000,1,14,18.525664
zara01,33,13,66.520000,87.240000,20.720000,2,11,18.214309
zara01,34,14,72.760000,96.640000,23.880000,1,13,18.466268
zara01,35,14,74.160000,96.640000,22.480000,1,13,18.339835
zara01,36,8,81.000000,88.960000,7.960000,1,7,18.281174
zara01,37,12,83.000000,95.800000,12.800000,1,11,18.978315
zara01,38,9,100.840000,111.920000,11.080000,1,8,18.260793
zara01,39,9,101.040000,112.200000,11.160000,1,8,18.396577
zara01,40,11,114.840000,128.960000,14.120000,1,10,18.841939
zara01,41,11,115.160000,129.720000,14.560000,1,10,18.541015
zara01,42,10,117.360000,129.040000,11.680000,1,9,18.287392
zara01,43,8,121.040000,130.040000,9.000000,1,7,18.470840
zara01,44,9,121.560000,132.920000,11.360000,1,8,18.253912
zara01,45,9,121.640000,133.000000,11.360000,1,8,18.433266
zara01,46,8,125.040000,136.360000,11.320000,1,7,18.262581
zara01,47,8,125.040000,137.000000,11.960000,1,7,18.305876
zara01,48,9,127.600000,139.240000,11.640000,1,8,18.154601
zara01,49,10,128.280000,140.080000,11.800000,1,9,18.390474
zara01,50,10,128.320000,140.520000,12.200000,1,9,18.072101
zara01,51,7,133.440000,143.520000,10.080000,1,6,18.355099
zara01,52,8,134.960000,144.600000,9.640000,1,7,18.163934
zara01,53,11,134.680000,145.320000,10.640000,1,10,18.640819
zara01,54,12,142.880000,157.400000,14.520000,1,11,18.717122
zara01,55,12,143.360000,156.960000,13.600000,1,11,18.768591
zara01,56,11,143.360000,156.360000,13.000000,1,10,19.067398
zara01,57,11,146.360000,157.840000,11.480000,1,10,18.975477
zara01,58,11,145.000000,157.680000,12.680000,1,10,18.580721
zara01,59,11,145.960000,158.320000,12.360000,1,10,18.560377
zara01,60,9,150.320000,162.600000,12.280000,1,8,18.051080
